src_port,dst_port,protocol,ip_version,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,label
34570,8080,6,4,67509.441,3,180,0.009,1,60,1913.432,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.009,637.811,898.511,1908.495,0.0,0.0,0.0,0.0,4.928,4.928,0.0,4.928,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
5201,41308,6,4,67175.17,5,300,2981.602,1,60,2596.664,4,240,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.475,596.32,890.518,2354.192,0.0,0.0,0.0,0.0,12.769,865.397,1056.44,2354.192,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1
0,0,1,4,66908.477,2,176,0,0,0,1.365,2,176,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,88.0,88.0,0.0,88.0,0.014,0.682,0.669,1.351,0.0,0.0,0.0,0.0,1.351,1.351,0.0,1.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,65313.311,10,840,11.397,5,420,54.666,5,420,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,5.467,11.738,40.224,0.634,2.847,2.436,6.692,0.571,0.761,0.183,1.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,62036.165,2,168,0.008,1,84,10.126,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,5.063,5.055,10.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,52742.419,2,168,0.008,1,84,12.959,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,6.48,6.472,12.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38470,8080,6,4,52743.309,2,120,0.008,1,60,1838.235,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.008,919.118,919.11,1838.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,41366.516,2,168,12.382,1,84,0.01,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,6.191,6.181,12.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,30671.168,7,588,0.012,1,84,11258.151,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,1608.307,3922.131,11215.52,0.0,0.0,0.0,0.0,1.153,8.524,4.185,13.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32828,8080,6,4,19994.091,3,180,0.012,1,60,1308.892,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.012,436.297,616.121,1307.624,0.0,0.0,0.0,0.0,1.257,1.257,0.0,1.257,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
0,0,1,4,18069.267,2,168,0.015,1,84,193.744,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.015,96.872,96.857,193.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5201,35606,6,4,13124.53,2,120,29.713,1,60,0.006,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.006,14.856,14.851,29.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5201,35476,6,4,8190.335,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,1,4,8168.014,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48376,8080,6,4,6824.453,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,311.962,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,68408.637,2,168,0.01,1,84,9.421,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,4.71,4.7,9.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,64629.114,1,84,0,0,0,0.007,1,84,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,84.0,0.007,0.007,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,51403.973,2,168,12.382,1,84,0.01,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,6.191,6.181,12.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,40708.727,7,588,0.012,1,84,11258.151,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,1608.307,3922.131,11215.52,0.0,0.0,0.0,0.0,1.153,8.524,4.185,13.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32828,8080,6,4,30077.384,3,180,0.012,1,60,1308.892,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.012,436.297,616.121,1307.624,0.0,0.0,0.0,0.0,1.257,1.257,0.0,1.257,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
0,0,1,4,28204.132,2,168,0.015,1,84,193.744,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.015,96.872,96.857,193.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5201,35606,6,4,23324.114,2,120,29.713,1,60,0.006,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.006,14.856,14.851,29.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5201,35476,6,4,18405.375,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,1,4,18402.289,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48376,8080,6,4,17068.185,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,10571.842,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,63059.607,2,168,0.008,1,84,12.959,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.008,6.48,6.472,12.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38470,8080,6,4,63057.411,2,120,0.008,1,60,1838.235,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.008,919.118,919.11,1838.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,50973.797,7,588,0.012,1,84,11258.151,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,1608.307,3922.131,11215.52,0.0,0.0,0.0,0.0,1.153,8.524,4.185,13.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32828,8080,6,4,40297.338,3,180,0.012,1,60,1308.892,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.012,436.297,616.121,1307.624,0.0,0.0,0.0,0.0,1.257,1.257,0.0,1.257,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
0,0,1,4,38372.989,2,168,0.015,1,84,193.744,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.015,96.872,96.857,193.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5201,35606,6,4,33428.67,2,120,29.713,1,60,0.006,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.006,14.856,14.851,29.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5201,35476,6,4,28493.441,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,1,4,28465.688,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48376,8080,6,4,27118.029,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,20605.778,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,61682.776,2,168,12.382,1,84,0.01,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,6.191,6.181,12.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,61011.444,7,588,0.012,1,84,11258.151,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,1608.307,3922.131,11215.52,0.0,0.0,0.0,0.0,1.153,8.524,4.185,13.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32828,8080,6,4,50340.946,3,180,0.012,1,60,1308.892,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.012,436.297,616.121,1307.624,0.0,0.0,0.0,0.0,1.257,1.257,0.0,1.257,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
0,0,1,4,48426.159,2,168,0.015,1,84,193.744,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.015,96.872,96.857,193.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5201,35606,6,4,43485.695,2,120,29.713,1,60,0.006,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.006,14.856,14.851,29.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
5201,35476,6,4,38553.99,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,1,4,38530.932,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48376,8080,6,4,37223.794,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,4,30713.769,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,7969.833,11,924,347.745,2,168,1159.74,9,756,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.024,105.431,129.187,347.72,347.72,347.72,0.0,347.72,1.901,85.904,117.443,305.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,6610.294,4,448,4.844,4,448,0,0,0,112.0,112.0,0.0,112.0,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.012,1.211,0.717,1.873,1.339,1.611,0.218,1.873,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,4,71137.402,7,588,0.012,1,84,11258.151,6,504,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.012,1608.307,3922.131,11215.52,0.0,0.0,0.0,0.0,1.153,8.524,4.185,13.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32828,8080,6,4,60460.752,3,180,0.012,1,60,1308.892,2,120,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.012,436.297,616.121,1307.624,0.0,0.0,0.0,0.0,1.257,1.257,0.0,1.257,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
0,0,1,4,58535.907,2,168,0.015,1,84,193.744,1,84,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.015,96.872,96.857,193.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,35606,6,4,53591.504,2,120,29.713,1,60,0.006,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.006,14.856,14.851,29.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5201,35476,6,4,48656.862,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,1,4,48629.638,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48376,8080,6,4,47282.044,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,40769.823,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,17990.245,11,924,347.745,2,168,1159.74,9,756,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.024,105.431,129.187,347.72,347.72,347.72,0.0,347.72,1.901,85.904,117.443,305.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,16630.575,4,448,4.844,4,448,0,0,0,112.0,112.0,0.0,112.0,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.012,1.211,0.717,1.873,1.339,1.611,0.218,1.873,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,8399.376,6,504,13.334,2,168,543.07,4,336,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,90.512,83.062,243.824,13.322,13.322,0.0,13.322,45.816,95.304,34.993,120.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,5121.512,1,84,0.022,1,84,0,0,0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40152,8080,6,4,3148.293,4,240,0,0,0,1.925,4,240,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.091,0.481,0.379,1.109,0.0,0.0,0.0,0.0,0.35,0.611,0.352,1.109,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
0,0,1,4,805.03,14,1176,26.619,7,588,66.0,7,588,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,4.714,4.998,19.174,1.354,4.434,3.999,12.204,2.539,3.368,1.373,6.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5201,35476,6,4,58673.968,2,3000,0,0,0,32.341,2,3000,1500.0,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,1500.0,0.009,16.171,16.162,32.332,0.0,0.0,0.0,0.0,32.332,32.332,0.0,32.332,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,1,4,58655.973,2,1152,0,0,0,13.877,2,1152,576.0,576.0,0.0,576.0,0.0,0.0,0.0,0.0,576.0,576.0,0.0,576.0,0.01,6.939,6.929,13.868,0.0,0.0,0.0,0.0,13.868,13.868,0.0,13.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48376,8080,6,4,57308.443,2,120,0.01,1,60,2365.288,1,60,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.01,1182.644,1182.634,2365.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,4,50795.974,4,336,2.954,2,168,63.798,2,168,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.01,15.949,25.367,59.848,2.944,2.944,0.0,2.944,0.996,0.996,0.0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,28018.517,11,924,347.745,2,168,1159.74,9,756,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.024,105.431,129.187,347.72,347.72,347.72,0.0,347.72,1.901,85.904,117.443,305.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,26658.735,4,448,4.844,4,448,0,0,0,112.0,112.0,0.0,112.0,112.0,112.0,0.0,112.0,0.0,0.0,0.0,0.0,0.012,1.211,0.717,1.873,1.339,1.611,0.218,1.873,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,18429.958,6,504,13.334,2,168,543.07,4,336,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.011,90.512,83.062,243.824,13.322,13.322,0.0,13.322,45.816,95.304,34.993,120.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,4,15151.932,1,84,0.022,1,84,0,0,0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.022,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40152,8080,6,4,13180.406,4,240,0,0,0,1.925,4,240,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,60.0,0.0,60.0,0.091,0.481,0.379,1.109,0.0,0.0,0.0,0.0,0.35,0.611,0.352,1.109,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0
0,0,1,4,10837.398,14,1176,26.619,7,588,66.0,7,588,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,84.0,84.0,0.0,84.0,0.014,4.714,4.998,19.174,1.354,4.434,3.999,12.204,2.539,3.368,1.373,6.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54710,8080,6,4,7160.943,1,60,0.027,1,60,0,0,0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,0.027,0.027,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
