timestamp,datapath_id,src_ip,dst_ip,src_mac,dst_mac,ip_proto,src_port,dst_port,packet_count,byte_count,duration_sec,packet_rate,byte_rate,arp_reply_count,gratuitous_arp,ip_mac_changes,packet_in_rate,active_flow_count,label
1773773378.1799,42066486502464,10.0.0.17,10.0.0.2,00:00:00:00:00:10,00:00:00:00:00:01,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.2,10.0.0.17,00:00:00:00:00:01,00:00:00:00:00:10,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.14,10.0.0.2,00:00:00:00:00:0d,00:00:00:00:00:01,6,41462,5201,1,74,0.001,1000.0,74000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.2,10.0.0.14,00:00:00:00:00:01,00:00:00:00:00:0d,6,5201,41462,1,54,0.001,1000.0,54000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.10,10.0.0.4,00:00:00:00:00:09,00:00:00:00:00:03,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.4,10.0.0.10,00:00:00:00:00:03,00:00:00:00:00:09,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.6,10.0.0.3,00:00:00:00:00:05,00:00:00:00:00:02,6,37514,8080,1,74,0.001,1000.0,74000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.3,10.0.0.6,00:00:00:00:00:02,00:00:00:00:00:05,6,8080,37514,1,74,0.001,1000.0,74000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.9,10.0.0.12,00:00:00:00:00:08,00:00:00:00:00:0b,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.12,10.0.0.9,00:00:00:00:00:0b,00:00:00:00:00:08,1,0,0,2,196,0.0175,114.002,11172.1944,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.14,10.0.0.9,00:00:00:00:00:0d,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.9,10.0.0.14,00:00:00:00:00:08,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.7,10.0.0.3,00:00:00:00:00:06,00:00:00:00:00:02,6,34106,8080,1,74,0.001,1000.0,74000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.3,10.0.0.7,00:00:00:00:00:02,00:00:00:00:00:06,6,8080,34106,1,74,0.001,1000.0,74000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.6,10.0.0.4,00:00:00:00:00:05,00:00:00:00:00:03,1,0,0,4,392,0.1204,33.2276,3256.3053,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.4,10.0.0.6,00:00:00:00:00:03,00:00:00:00:00:05,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.6,10.0.0.2,00:00:00:00:00:05,00:00:00:00:00:01,6,53336,5201,1,74,0.001,1000.0,74000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.9,10.0.0.2,00:00:00:00:00:08,00:00:00:00:00:01,1,0,0,5,490,0.0169,295.7192,28980.4837,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.2,10.0.0.6,00:00:00:00:00:01,00:00:00:00:00:05,6,5201,53336,2,108,0.0593,33.743,1822.1213,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.2,10.0.0.9,00:00:00:00:00:01,00:00:00:00:00:08,1,0,0,6,588,0.0547,109.6636,10747.0335,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.5,10.0.0.16,00:00:00:00:00:04,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.16,10.0.0.5,00:00:00:00:00:0f,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,2,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,6,49904,8080,1,74,0.001,1000.0,74000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,6,8080,49904,1,74,0.001,1000.0,74000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.16,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:03,1,0,0,2,196,0.0211,94.7437,9284.8835,2,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.4,10.0.0.16,00:00:00:00:00:03,00:00:00:00:00:0f,1,0,0,3,294,0.0032,928.8338,91025.7161,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.7,10.0.0.12,00:00:00:00:00:06,00:00:00:00:00:0b,1,0,0,2,196,0.001,2000.0,196000.0,0,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.12,10.0.0.7,00:00:00:00:00:0b,00:00:00:00:00:06,1,0,0,2,196,0.001,2000.0,196000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.12,10.0.0.14,00:00:00:00:00:0b,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.2946,42,0
1773773378.1799,42066486502464,10.0.0.14,10.0.0.12,00:00:00:00:00:0d,00:00:00:00:00:0b,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.2946,42,0
1773773388.2089,42066486502464,10.0.0.12,10.0.0.3,00:00:00:00:00:0b,00:00:00:00:00:02,6,42692,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.12,00:00:00:00:00:02,00:00:00:00:00:0b,6,8080,42692,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,1,0,0,1,98,0.001,1000.0,98000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.8,10.0.0.5,00:00:00:00:00:07,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.5,10.0.0.8,00:00:00:00:00:04,00:00:00:00:00:07,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.9,10.0.0.3,00:00:00:00:00:08,00:00:00:00:00:02,6,49298,8080,1,74,0.001,1000.0,74000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.9,00:00:00:00:00:02,00:00:00:00:00:08,6,8080,49298,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.17,10.0.0.2,00:00:00:00:00:10,00:00:00:00:00:01,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.2,10.0.0.17,00:00:00:00:00:01,00:00:00:00:00:10,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.14,10.0.0.2,00:00:00:00:00:0d,00:00:00:00:00:01,6,41462,5201,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.2,10.0.0.14,00:00:00:00:00:01,00:00:00:00:00:0d,6,5201,41462,1,54,0.001,1000.0,54000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.10,10.0.0.4,00:00:00:00:00:09,00:00:00:00:00:03,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.4,10.0.0.10,00:00:00:00:00:03,00:00:00:00:00:09,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.6,10.0.0.3,00:00:00:00:00:05,00:00:00:00:00:02,6,37514,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.6,00:00:00:00:00:02,00:00:00:00:00:05,6,8080,37514,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.9,10.0.0.12,00:00:00:00:00:08,00:00:00:00:00:0b,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.12,10.0.0.9,00:00:00:00:00:0b,00:00:00:00:00:08,1,0,0,2,196,0.0175,114.002,11172.1944,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.14,10.0.0.9,00:00:00:00:00:0d,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.9,10.0.0.14,00:00:00:00:00:08,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.7,10.0.0.3,00:00:00:00:00:06,00:00:00:00:00:02,6,34106,8080,1,74,0.001,1000.0,74000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.7,00:00:00:00:00:02,00:00:00:00:00:06,6,8080,34106,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.6,10.0.0.4,00:00:00:00:00:05,00:00:00:00:00:03,1,0,0,4,392,0.1204,33.2276,3256.3053,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.4,10.0.0.6,00:00:00:00:00:03,00:00:00:00:00:05,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.6,10.0.0.2,00:00:00:00:00:05,00:00:00:00:00:01,6,53336,5201,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.9,10.0.0.2,00:00:00:00:00:08,00:00:00:00:00:01,1,0,0,5,490,0.0169,295.7192,28980.4837,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.2,10.0.0.6,00:00:00:00:00:01,00:00:00:00:00:05,6,5201,53336,2,108,0.0593,33.743,1822.1213,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.2,10.0.0.9,00:00:00:00:00:01,00:00:00:00:00:08,1,0,0,6,588,0.0547,109.6636,10747.0335,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.5,10.0.0.16,00:00:00:00:00:04,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.16,10.0.0.5,00:00:00:00:00:0f,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,6,49904,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,6,8080,49904,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.16,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:03,1,0,0,2,196,0.0211,94.7437,9284.8835,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.4,10.0.0.16,00:00:00:00:00:03,00:00:00:00:00:0f,1,0,0,3,294,0.0032,928.8338,91025.7161,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.7,10.0.0.12,00:00:00:00:00:06,00:00:00:00:00:0b,1,0,0,2,196,0.001,2000.0,196000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.12,10.0.0.7,00:00:00:00:00:0b,00:00:00:00:00:06,1,0,0,2,196,0.001,2000.0,196000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.10,10.0.0.9,00:00:00:00:00:09,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.9,10.0.0.10,00:00:00:00:00:08,00:00:00:00:00:09,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.17,10.0.0.3,00:00:00:00:00:10,00:00:00:00:00:02,6,59112,8080,1,74,0.001,1000.0,74000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.17,00:00:00:00:00:02,00:00:00:00:00:10,6,8080,59112,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.16,10.0.0.3,00:00:00:00:00:0f,00:00:00:00:00:02,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.16,00:00:00:00:00:02,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.16,10.0.0.8,00:00:00:00:00:0f,00:00:00:00:00:07,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.8,10.0.0.16,00:00:00:00:00:07,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.7,10.0.0.2,00:00:00:00:00:06,00:00:00:00:00:01,6,40796,5201,1,74,0.001,1000.0,74000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.2,10.0.0.7,00:00:00:00:00:01,00:00:00:00:00:06,6,5201,40796,1,54,0.001,1000.0,54000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.6,10.0.0.16,00:00:00:00:00:05,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.16,10.0.0.6,00:00:00:00:00:0f,00:00:00:00:00:05,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.8,10.0.0.3,00:00:00:00:00:07,00:00:00:00:00:02,6,44940,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.3,10.0.0.8,00:00:00:00:00:02,00:00:00:00:00:07,6,8080,44940,1,74,0.001,1000.0,74000.0,2,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.5,10.0.0.14,00:00:00:00:00:04,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773388.2089,42066486502464,10.0.0.14,10.0.0.5,00:00:00:00:00:0d,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.9971,46,0
1773773398.2311,42066486502464,10.0.0.17,10.0.0.2,00:00:00:00:00:10,00:00:00:00:00:01,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.2,10.0.0.17,00:00:00:00:00:01,00:00:00:00:00:10,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.14,10.0.0.2,00:00:00:00:00:0d,00:00:00:00:00:01,6,41462,5201,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.2,10.0.0.14,00:00:00:00:00:01,00:00:00:00:00:0d,6,5201,41462,1,54,0.001,1000.0,54000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.10,10.0.0.4,00:00:00:00:00:09,00:00:00:00:00:03,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.4,10.0.0.10,00:00:00:00:00:03,00:00:00:00:00:09,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.6,10.0.0.3,00:00:00:00:00:05,00:00:00:00:00:02,6,37514,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.6,00:00:00:00:00:02,00:00:00:00:00:05,6,8080,37514,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.9,10.0.0.12,00:00:00:00:00:08,00:00:00:00:00:0b,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.12,10.0.0.9,00:00:00:00:00:0b,00:00:00:00:00:08,1,0,0,2,196,0.0175,114.002,11172.1944,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.14,10.0.0.9,00:00:00:00:00:0d,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.9,10.0.0.14,00:00:00:00:00:08,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.7,10.0.0.3,00:00:00:00:00:06,00:00:00:00:00:02,6,34106,8080,1,74,0.001,1000.0,74000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.7,00:00:00:00:00:02,00:00:00:00:00:06,6,8080,34106,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.6,10.0.0.4,00:00:00:00:00:05,00:00:00:00:00:03,1,0,0,4,392,0.1204,33.2276,3256.3053,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.4,10.0.0.6,00:00:00:00:00:03,00:00:00:00:00:05,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.6,10.0.0.2,00:00:00:00:00:05,00:00:00:00:00:01,6,53336,5201,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.9,10.0.0.2,00:00:00:00:00:08,00:00:00:00:00:01,1,0,0,5,490,0.0169,295.7192,28980.4837,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.2,10.0.0.6,00:00:00:00:00:01,00:00:00:00:00:05,6,5201,53336,2,108,0.0593,33.743,1822.1213,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.2,10.0.0.9,00:00:00:00:00:01,00:00:00:00:00:08,1,0,0,6,588,0.0547,109.6636,10747.0335,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.5,10.0.0.16,00:00:00:00:00:04,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.16,10.0.0.5,00:00:00:00:00:0f,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,6,49904,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,6,8080,49904,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.16,10.0.0.4,00:00:00:00:00:0f,00:00:00:00:00:03,1,0,0,2,196,0.0211,94.7437,9284.8835,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.4,10.0.0.16,00:00:00:00:00:03,00:00:00:00:00:0f,1,0,0,3,294,0.0032,928.8338,91025.7161,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.7,10.0.0.12,00:00:00:00:00:06,00:00:00:00:00:0b,1,0,0,2,196,0.001,2000.0,196000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.12,10.0.0.7,00:00:00:00:00:0b,00:00:00:00:00:06,1,0,0,2,196,0.001,2000.0,196000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.10,10.0.0.9,00:00:00:00:00:09,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.9,10.0.0.10,00:00:00:00:00:08,00:00:00:00:00:09,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.17,10.0.0.3,00:00:00:00:00:10,00:00:00:00:00:02,6,59112,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.17,00:00:00:00:00:02,00:00:00:00:00:10,6,8080,59112,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.16,10.0.0.3,00:00:00:00:00:0f,00:00:00:00:00:02,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.16,00:00:00:00:00:02,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.16,10.0.0.8,00:00:00:00:00:0f,00:00:00:00:00:07,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.8,10.0.0.16,00:00:00:00:00:07,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.7,10.0.0.2,00:00:00:00:00:06,00:00:00:00:00:01,6,40796,5201,1,74,0.001,1000.0,74000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.2,10.0.0.7,00:00:00:00:00:01,00:00:00:00:00:06,6,5201,40796,1,54,0.001,1000.0,54000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.12,10.0.0.3,00:00:00:00:00:0b,00:00:00:00:00:02,6,60398,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.12,00:00:00:00:00:02,00:00:00:00:00:0b,6,8080,60398,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.12,10.0.0.3,00:00:00:00:00:0b,00:00:00:00:00:02,6,42692,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.12,00:00:00:00:00:02,00:00:00:00:00:0b,6,8080,42692,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.8,10.0.0.5,00:00:00:00:00:07,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.5,10.0.0.8,00:00:00:00:00:04,00:00:00:00:00:07,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.9,10.0.0.3,00:00:00:00:00:08,00:00:00:00:00:02,6,49298,8080,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773398.2311,42066486502464,10.0.0.3,10.0.0.9,00:00:00:00:00:02,00:00:00:00:00:08,6,8080,49298,1,74,0.001,1000.0,74000.0,0,0,0,0.1996,40,0
1773773408.2973,42066486502464,10.0.0.9,10.0.0.12,00:00:00:00:00:08,00:00:00:00:00:0b,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.12,10.0.0.9,00:00:00:00:00:0b,00:00:00:00:00:08,1,0,0,2,196,0.0175,114.002,11172.1944,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.14,10.0.0.9,00:00:00:00:00:0d,00:00:00:00:00:08,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.9,10.0.0.14,00:00:00:00:00:08,00:00:00:00:00:0d,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.7,10.0.0.3,00:00:00:00:00:06,00:00:00:00:00:02,6,34106,8080,1,74,0.001,1000.0,74000.0,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.3,10.0.0.7,00:00:00:00:00:02,00:00:00:00:00:06,6,8080,34106,1,74,0.001,1000.0,74000.0,2,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.6,10.0.0.4,00:00:00:00:00:05,00:00:00:00:00:03,1,0,0,4,392,0.1204,33.2276,3256.3053,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.4,10.0.0.6,00:00:00:00:00:03,00:00:00:00:00:05,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.6,10.0.0.2,00:00:00:00:00:05,00:00:00:00:00:01,6,53336,5201,1,74,0.001,1000.0,74000.0,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.9,10.0.0.2,00:00:00:00:00:08,00:00:00:00:00:01,1,0,0,5,490,0.0169,295.7192,28980.4837,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.2,10.0.0.6,00:00:00:00:00:01,00:00:00:00:00:05,6,5201,53336,2,108,0.0593,33.743,1822.1213,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.2,10.0.0.9,00:00:00:00:00:01,00:00:00:00:00:08,1,0,0,6,588,0.0547,109.6636,10747.0335,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.5,10.0.0.16,00:00:00:00:00:04,00:00:00:00:00:0f,1,0,0,1,98,0.001,1000.0,98000.0,0,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.16,10.0.0.5,00:00:00:00:00:0f,00:00:00:00:00:04,1,0,0,1,98,0.001,1000.0,98000.0,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.11,10.0.0.3,00:00:00:00:00:0a,00:00:00:00:00:02,6,49904,8080,1,74,0.001,1000.0,74000.0,1,0,0,1.1921,44,0
1773773408.2973,42066486502464,10.0.0.3,10.0.0.11,00:00:00:00:00:02,00:00:00:00:00:0a,6,8080,49904,1,74,0.001,1000.0,74000.0,2,0,0,1.1921,44,0
